account_id,acct_name,acct_type,amount,detail_category,entry_date,entry_text,gv_code,holder_name,payee_payer_name,paymt_purpose,turnover_id,user_id
02d76644-32e0-4a4d-86fa-ab3e1834619e,0-Euro-Konto,GIROKONTO,-24.99,bills_communication,,Lastschrift,0.0,Frieder Elizabeth Anne-Katrin Bruni Arndt Warmer,Unitymedia Nrw Gmbh Unitymedia Nrw Gmbh Kdnr 5015289239 Rgn 49560536302 0 2 56Juni 0963 End To End Ref 823R805713374204 Mandatsref Umkbw59034529120126 Glaeubiger Id De73Zzz33461711845 Sepa Basislastschrift Wiederholend,Unitymedia Nrw Gmbh Unitymedia Nrw Gmbh Kdnr.9768333922 Rgn 57971462682 6 0 13Juni 8200 End-To-End-Ref.: 4022326414074264 Mandatsref: 7426085042103697633 Gläubiger-Id: De24Zzz88683355538 Sepa-Basislastschrift Wiederholend,0fae7a50-5d27-11e7-b6cc-b9ed39eb9a94,0f695573-5a16-45c8-9417-28613754c961
0322b53d-2fe3-4807-baa5-080e3b26c607,S Giro kompakt,GIROKONTO,-39.92,health_services,,KARTENZAHLUNG,106.0,Ulrike Freudenberger,Physiotherapie Am Markt,Svwz+1400-85-15T73.60.01 Karte0 0620-06 Abwa+Physiotherapie Am Markt//Osterholz-Schar/De,b1cb1150-77de-11e7-6f7b-9f38f15b2a42,6541a9d9-5f40-4cfe-bb40-90b2c05ddfb1
0322b53d-2fe3-4807-baa5-080e3b26c607,S Giro kompakt,GIROKONTO,-23.0,health_services,,KARTENZAHLUNG,106.0,Ulrike Freudenberger,Physiotherapie Am Markt,Svwz+8789-81-50T85.92.43 Karte0 3441-09 Abwa+Physiotherapie Am Markt//Osterholz-Schar/De,0b2b40c0-6b4c-11e7-bc40-4ab099d0aaea,6541a9d9-5f40-4cfe-bb40-90b2c05ddfb1
032eb39a-956e-4404-841f-ecdbd45c7bbd,Sichteinlagen,GIROKONTO,-1085.0,home_rent,,ONLINE-UEBERWEISUNG,177.0,Brita Michaele Felicia Ekaterina Faust,Danny Beutelrock,"Svwz+Miete Dezember Datum 15.39.3248, 93.15 Uhr5.Tan 413532",e9adace0-d305-11e7-de73-f3cd5df4f516,eb338545-fad1-455b-8f7b-13b4d164af91
038cb7d1-1591-4fc7-b2ab-b5b57267db78,PremiumKonto,GIROKONTO,-3.95,fees_government,,Lastschrift,0.0,Gertraut Simone Birnbaum,"Schufa Holding Ag Kunde 6619694683,Bestellung 9577116 315,Rechnung 877653118310 End To End Ref Notprovided Mandatsref 952234534143 Glaeubiger Id De31Zzz26252692100 Sepa Basislastschrift Wiederholend","Schufa Holding Ag Kunde:2711301394,Bestellung:7167265 252,Rechnung:233316982255 End-To-End-Ref.: 61491801573 Mandatsref: 725220263273 Gläubiger-Id: De68Zzz44724300872 Sepa-Basislastschrift Wiederholend",ead5caa0-ce4e-11e7-3ab3-8252c03d9011,2f808e72-594e-4dfe-a395-fc04e36401de
04075a56-bdc5-4ec3-9ecb-ec1b88145a20,Postbank Giro plus,GIROKONTO,-70.0,financial_crossbooking,,D SEPA ÜBERW,116.0,Caterina Zänker,Caterina Zänker,Sparen Camping,2c98b880-f9f8-11e5-dd75-e3dfdbcc65da,1f6d818b-f922-4096-a738-42e9281033e9
046c3cac-bba1-4bae-ab4e-623eafbc6280,KONTOKORRENTKONTO,GIROKONTO,-1.95,bills_communication,,Gebühren allgemein,105.0,Änne Franke,"Svwz Interne Retourengebuehrzur Rueckgabe Von 14,05 Eur Telekom Deutschland Gmbh","Svwz+Interne Retourengebührzur Rückgabe Von 04,04-Eur Telekom Deutschland Gmbh",34fde8a0-f0e2-11e7-ac3c-76c34b8782af,54d38963-16bb-4d96-8349-3d53f06e840e
04f45a95-8fb5-46e6-a29f-820b8e2a7089,Startgirokonto,GIROKONTO,-24.99,bills_communication,,FOLGELASTSCHRIFT,105.0,Kristine Kade,Drillisch Online Ag,Mref+919951498947958499956582017 Cred+De13Zzz72495011851 Svwz+C4334645 U419257909 B612754090 Deutschlandsim,fc6991c0-873d-11e5-5209-71575e50d2a7,4af8d4e0-4071-441c-9389-a8d9ea5813a0
0511c4b2-f2cb-4536-8c05-c6622d228ae0,VogtlandGiro direkt,GIROKONTO,-18.53,expenses_food,,KARTENZAHLUNG,106.0,Gundolf Pieper,Nahkauf Neureuther,Svwz+6477-92-51T92.43.70 Karte0 8841-30 Abwa+Nahkauf Frische//Mylau/De,dc5fc260-6f0d-11e6-9554-59fea8c0d4bb,3cb8a07e-f0b9-4beb-b93b-0e5a61328fc4
055f1873-25f0-4f06-849c-390e2a61942b,Sichteinlagen,GIROKONTO,-30.96,insurance,,FOLGELASTSCHRIFT,105.0,Dorothe Hildegunde Kornelius Laila Mitschke,Huk Coburg Unternehmensgruppe,"Eref+366+Zkle 37.30.39 634/736104-T F Mref+09901472573 Cred+De36Zzz64642344602 Svwz+Huk-, Krankenversicherung 029/416851-T Abwa+Huk--Krankenvers. Ag",8ab1d780-df40-11e5-24c4-8895dc273b16,bb5be4f6-6f52-4247-8abd-51548e96c1b8
05637a1a-8123-4273-a487-4de39f82aa26,Girokonto,GIROKONTO,-42.85,expenses_food,,Lastschrifteinzug,5.0,Augustin Hamann,Visa Rewe André Ohg,Svwz+Nr4349308780 kaufumsatz11.19468125,842463a0-0550-11e8-ad5a-c81889782cc0,54d410c0-864a-4356-be27-d1a3ef6e94e7
05947bc5-9946-43ed-9364-477211e3d559,Kontokorrent,GIROKONTO,630.0,income_rent,,Dauerauftragsgutschr,52.0,August Mitschke,Ann Plettenberg,Miete Belinda  Iban: De86453562098622419724 Bic: Genodef5Nu4,8e8c3530-5f82-11e7-59df-5dfe6991832b,49828e7c-6590-4890-83b2-23023f81da66
059dbe0a-5023-49d4-ab73-08c542b567d8,0-Euro-Konto,GIROKONTO,-136.53,insurance,,Lastschrift,0.0,Clarissa Ernst,"Huk Coburg Unternehmensgruppe Huk Coburg Allgemeine, Kraftfahrt V Ersicherung 931 933630 S, Dd Lu 965 , Folgebeitrag Zum 92 24 48 End To End Ref 007 Zkle 42 15 74 957 798333 S F Mandatsref Mj270918409 Glaeubiger Id De82Zzz38915745151 Sepa Basislastschrift Wiederholend","Huk- Unternehmensgruppe Huk--Allgemeine, Kraftfahrt-V Ersicherung 227/367829-S, Dd-Lu 471 , Folgebeitrag Zum 92.93.28 End-To-End-Ref.: 354+Zkle 68.28.72 565/310570-S F Mandatsref: 49545202741 Gläubiger-Id: De28Zzz53527960610 Sepa-Basislastschrift Wiederholend",8ea31890-5f82-11e7-7b63-718b67bd740f,4f66bd21-46b8-4635-9a01-cf5fb62fecc1
06034caf-90c5-4421-aaac-b9b863c4afa2,Sichteinlagen,GIROKONTO,5000.0,income_crossbooking,,SEPA UEBERTRAG HABEN,97.0,Massimo Jeannine Eileen Reuter,Massimo Jeannine Eileen Reuter,Svwz+Gehaltszahlung,9c887190-b9e0-11e7-8baa-9f13670f48a3,9575d332-bc13-4f01-b3d5-c16e2772d49c
06506618-bd0a-4ba4-a450-969da430504c,Kontokorrent,GIROKONTO,-299.2,financial_loan_payment,,Basislastschrift,105.0,Arzu Hermighausen,Santander Consumer Finke,Eref+60114019756809370803570805751 Mref+122679585204889446600587765 Cred+De58Zzz53469153644 Svwz+Finanzierungsnr.7751480170 Blz.49136962 49121707Bh093  ??Ehpl0268 72-08 Eref: 61248551766160 703612020248312 Mref: 162421715858471474282680944 Credde30Zzz77616755777 Iban:,4153c000-465d-11e7-fa70-4c1e87127b40,96d0805b-3da2-4a53-a48b-516bb5f53e3e
0653e61c-3636-4222-8a49-a52813bc8cbc,Girokonto,GIROKONTO,-17.5,expenses_food,,Lastschrifteinzug,5.0,Bekir Klemt,Visa Vodafone Netto Sagt Da,Svwz+Nr2720676794 Trudi Gbkaufumsatz60.27548386,7dd9a040-935f-11e7-e3d1-87e7ad515c8c,9f9876ad-9d01-4993-8029-db5f2bc9d48e
06662b1c-0a32-4a7a-861a-ad6fe8fa2039,BW extend gold Mitarbeiter-FDL,GIROKONTO,-10.53,expenses_food,,KARTENZAHLUNG,106.0,Anna-Luise Mitschke,Edeka Carsten,Svwz+8840-45-49T29.72.49 Karte9 3475-75 Abwa+Edeka Petermann//Korb/De,1b682000-4109-11e8-dcb9-b0f68d8b8717,2f09e9dd-09dd-4c84-a1a3-d32cf804238f
06f88a70-e043-403f-9c8e-70fe33121a0a,Sichteinlagen,GIROKONTO,-89.13,bills_communication,,FOLGELASTSCHRIFT,105.0,Caren Baptist Andree Jockel,Telekom Deutschland,Eref+0311500507225 150753860787 Mref+33708743487169292378933328645508392 Cred+De28Zzz71443260193 Svwz+Mobilfunk Kundenkonto 678194380200 1215907930897813/70.32.77,133152e0-4a1f-11e6-865b-5ccf57686bbc,5afa7fad-ff26-4b84-be71-e6da2350aa6b
0711756e-8713-45a4-a187-44214b1304ca,Kontokorrent,GIROKONTO,-50.03,expenses_food,,LASTSCHRIFT,106.0,Eckard Und Joseph Wernecke,Alnatura Dankt,Eref+12071066714881871007357177 Mref+5747503 Debt+De15Zzz23649347931 Purp+Idcp Kartenzahlung Svwz+Alnatura Produktions +Han/Bickenbach/De 34.50.8102 Um 93:67:60 Marika 92208426/74964/Cicc/Fp In   20589726/7395734809/0/3818 Abwa+Alnatura Produktions +Han//Bickenbach/De,6e7ac4b0-4752-11e8-2449-4a077f50e926,4582797f-cf8b-4c02-8dba-f2ef55f80589
0749b6e7-b6b2-44cf-895e-8eef578c274d,Sichteinlagen,GIROKONTO,-12.82,expenses_food,,KARTENZAHLUNG,106.0,Gertrud Beer,Rewe Isa Rosmarie Tarnow Str,Svwz+4923-94-27T39.67.03 Karte2 5720-09 Abwa+Rewe Sagt Danke. 54785475//ow/De,d956e540-787b-11e6-80c3-408d5762804d,5370231c-03e7-498b-9dce-d733475c9add
076f029c-77a1-44c3-9b09-272549f4b525,PB Giro plus,GIROKONTO,-4.9,fees_government,,SEPA ÜBERW.,116.0,Pietro Börner,Schufa Holding Ag,S-3126/De31922077653245485452 Rechnungsnummer: 019213141799 Kundennummer: 9936059475,714cd220-c2b1-11e8-0cdd-6d5b7f3bd838,698a6a8e-1054-4a89-8016-7a0c1a20d125
077a78c5-fd09-4ac0-9617-f5add0ff9f62,Sichteinlagen,GIROKONTO,-100.0,financial_crossbooking,,ONLINE-UEBERWEISUNG,177.0,Inken Förster,Inken Förster,"Kref+731419859136963500526128 Svwz+Taschengeld Datum 46.19.1127, 91.23 Uhr4.Tan 451252",8b041630-df40-11e5-263d-674287fca5ed,1ffe8bac-82bc-477f-9fd0-5ef82d1af2c1
078b1a14-5234-4220-a5a0-80ad3acc4065,Azubi/Student,GIROKONTO,-10.0,expenses_food,2020-10-27,KARTENZAHLUNG,106.0,Wolf Wieloch,Studierendenwerk Kaiserslauter,4693-07-82T65.21 Debitk.3 3776-66,5b34c000-17e7-11eb-9ed3-20ec62e59af9,a07fb047-6631-4dae-8bc3-97deed15ad81
079a983d-5b97-4cb7-943e-7bc2656f51b0,Gehaltskonto (Verbandsmg.),GIROKONTO,-39.95,bills_communication,,SEPA-Basislastschrift,105.0,Paulina Werner Danuta Tintzmann,Kurpfalztel Gesellschaft Elenore Telekommunikation Mbh,Kref+8480991039466987884719.68.33.497474 Mref+275433647 Cred+De38Zzz76912451301 Svwz+Tkas996713/334227  841890,623c9c40-6d0a-11e8-06d2-8ed4dd426436,b82f6ea5-f93d-4111-8759-a459e13bf039
0805ce15-6f8b-4954-9b7c-4320bdcd2469,Sichteinlagen,GIROKONTO,-22.29,bills_communication,,FOLGELASTSCHRIFT,105.0,Esther Heydrich,Telefonica Germany Gmbh Co Ohg,"Eref+72890793476066996131128808521495 Mref+565577398197707890600336 Cred+De7077861685553140 Svwz+Kd-Nr.. 8636971371, Rg-Nr.. 5783076879/76, Ihre Mobilfunkrechnung.",2a89cb80-8d16-11e7-f5a1-b29fdc0603ef,c203c8b4-1eb7-49ab-b6e1-f45c9d3cc7cd
081d52ee-f8a4-45d5-a5fa-e7cc8df00e66,Sichteinlagen,GIROKONTO,-32.12,bills_communication,,FOLGELASTSCHRIFT,105.0,Carmelo Mosemann,Drillisch Online Ag,Mref+657262981173143384011409494 Cred+De23Zzz19949941159 Svwz+C5688664 U444666681 B784748495 Deutschlandsim,a45bd2b0-1d80-11e7-f691-531e07b876f2,f4a75d63-261d-447f-9df8-ca67a111c051
0823bae4-91a6-44bb-a097-ac61edb08564,Kontokorrent,GIROKONTO,-151.19,insurance,2019-08-01,,105.0,Gretel Wagenknecht,Axa Lebensversicherung Aktiengesellschaft,"Eref+609403094093/3416 Mref+22032053786 Cred+De85G7881743812144 Purp+Othr Andere Svwz+Lv 13513212848 52,92 Eur Rv 98231082394 03,82 Eurbtr. 23/64 Eref: 494249333 226/6127 Mref: 67408707349 Cred: De95G6914776598889 Iban: De48828675278792923065 Bic: Deutdedk",4e144e20-b3ef-11e9-aeac-fc670ccd7b07,245f4f83-f1c4-4dda-a3bf-4aab3d7e0d04
08711906-6fc3-4f1c-ac76-f277bfc3c954,S-GiroOnline,GIROKONTO,-9.99,bills_communication,,FOLGELASTSCHRIFT,105.0,Gülay Kruschwitz,Drillisch Online Ag,Mref+521378218663573072969907202 Cred+De98Zzz14793334688 Svwz+C1051458 U999384143 B604755605 Premiumsim,01dbd580-0c63-11e8-b964-080dd1bf72bf,56d3bd63-4edb-45c1-8f32-728956de13cb
0887ce76-ab21-4ca2-afc8-b4c9692e9590,Postbank Giro extra plus,GIROKONTO,-229.47,financial_loan_payment,,SEPA ÜBERW.,116.0,Margitta Ziegert,Postbank Kredit,873689/6583561442/96726948 Rate 87/29 Margitta Ziegert,1bba0240-b2a2-11e6-ab51-2f006938ab59,3f8cdd6f-e0a1-4728-b212-63d11c7c74d3
08942a1a-e667-4a6f-9c90-1a1e10881459,Kontokorrent,GIROKONTO,-45.86,bills_communication,,Basislastschrift,105.0,Johanne Weimer,Telekom Deutschland Gmbh,Eref+3412540474541 390775759209 Mref+70038092059316474021451416123239671 Cred+De01Zzz53627380836 Purp+Othr Andere Svwz+Mobilfunk Kundenkonto 608022110004 8904262836659483/62.91.45 Eref: 2211294055748 639423518955 Mref: 70678698357567132067700331595883795 Cred: De80Zzz66836387264 Iban: De46463714545486615957 Bic: Hyvedemm,a5400160-9d96-11e7-a7e1-fd256da22dca,36066d35-8ad5-459b-b374-420fcd5f5c72
08acaa7f-2da7-498c-af86-6d417644c89d,Sichteinlagen,GIROKONTO,-75.0,expenses_food,,ERSTLASTSCHRIFT,105.0,Massimo Tschentscher,Verein Caterina Getraenkebetriebs Wirtschaft,Eref+4841 Mref+854 Cred+De89Zzz96394573058 Svwz+Mitgliedsbeitrag 0250 Bertram Hans-Christian Abwa+Verein F.Getränkebetriebsw.,d1df9f90-8674-11e5-fb9e-d703f7cfc6cb,c163d6d3-383a-4a0c-acf2-cd820f19a3dd
08db81d3-e5a6-443f-8598-e847a94e2ef6,SpardaGiro,GIROKONTO,400.0,income_rent,,,835.0,Ariane Flantz,Maritta Geisel,Sepa-Überweisung Svwz+ Dauerauftrag Miete E Ct.,c1b60000-4d9b-11e8-8589-0c202b574fab,cc15277f-3a2b-474d-bfca-0f335246f726
08fe3d75-2f50-4e11-a6fa-21d15bf4a604,Kontokorrent,GIROKONTO,-280.16,health_services,,UEBERWEISUNG,177.0,Henrik Etzler,Privatarztliche Verrechnungsstelle Niederbayern,Svwz+R.Nr.3293/56375571 Tan996756 Iban: De09018042834 664333566 Bic: Byladem9Pas,33807ef0-f599-11e7-cd03-8a019ab7f8ae,65272aed-8aa9-48a9-9ca4-3d30bfba1f09
091ca751-9068-4413-9217-f184613a1404,Kontokorrent,GIROKONTO,-417.33,financial_crossbooking,,Umbuchung,116.0,Kathleen Kensy,Kathleen Kensy,Svwz+Darl. Tilgung Iban: De97764691705166033138 Bic: Genodef4Brn,c1eea470-c8ce-11e7-5363-da51c719a385,7eb3b774-f58f-43cc-b179-faceb2b2b593
099213d1-fab0-4107-99d9-dd0405e5b8f9,Sichteinlagen,GIROKONTO,-62.42,home_rent,2020-12-01,,,Torsten Pamela Aleksandra Ester Söding,Baugenossenschaft Esslingen Eg,853/7/980/4,27b94240-3368-11eb-9e75-0c1cd5c72ab2,3311c7c2-75f3-4bd4-8535-50d6b69cade8
09aa9d80-2d95-448c-aa29-ac01005a0672,Sichteinlagen,GIROKONTO,-48.83,bills_communication,,FOLGELASTSCHRIFT,105.0,Antonia Schmiedt,Telekom Deutschland Gmbh,Eref+260622244 151408975555Mref+16698773650460824009327033929183992 Cred+De52Zzz41753114478 Svwz+Rech.Nr. 8697168017 315274 Vertragskonto 6638535503,1169f020-ca09-11e5-dbe0-478dc31cf1e6,dec72173-54a9-4c48-8dda-4236e63c18f5
09d1feae-5796-40b4-b972-aad45adb3331,Kontokorrent,GIROKONTO,-515.42,health_services,,Euroüberweisung,201.0,Anja Immo Franke,Helios Klinikum Krefeld Gmbh,Rechnungsnummer 74737759 / 276167152 Vom 40.27.7333 Tan3:338339 Iban: De30437956906577091396 Bic: Cobadeffxxx,0b0dfd00-e67f-11e6-f42f-d96519b4caac,77915bd6-e80f-4937-bb1c-d5413839ca56
09fb5621-7432-41c8-824d-ae32827c316c,Sichteinlagen,GIROKONTO,-440.0,financial_crossbooking,,DAUERAUFTRAG,117.0,Kamil Loos,Kamil Loos,Svwz+Umb Miete,e085b040-6a82-11e7-2e80-9d05e6b3c728,0bc95d62-e8d0-4249-a2c4-897f4f72034a
0a1d8a98-bb46-4676-919a-de1e9a2a1169,Sichteinlagen,GIROKONTO,-275.0,financial_loan_payment,,FOLGELASTSCHRIFT,105.0,Urte Etzold,Raiffeisenbank Noerdliche Bergstrasse Eg,Mref+52089957285444618310017719243 Cred+De65Zzz27759980264 Svwz+Teilzahlung Darlehen Abwa+Weigelt.Julian,c113d510-3f1e-11e6-30dc-8b5aab872eae,80e616dc-ac62-4466-b4aa-33b112e80d09
0a31f293-998f-4f39-b95c-ed233f887f2d,Studenten-Girokonto,GIROKONTO,-4.52,expenses_food,,KARTENZAHLUNG,106.0,Jurij Röhrdanz,Famila Luebeck Kg,Svwz+1954-98-80T30.65.41 Karte8 9931-55 Abwa+Famila -Wesloe//-Wesloe/De,f9154b80-1578-11e6-d302-4ee589f90848,19a3dc3d-9fc9-4f0f-a6f4-9386215d2f1c
0a674acb-a135-4aaa-a3ab-e3bb1e8c61d2,Kontokorrent,GIROKONTO,890.0,income_rent,,Dauerauftrag,52.0,Ingried Paffrath,Ilias Jasmin Carola Der Dussen,Miete Eref: 09325405758903781189 Iban: De38600593259704680766 Bic: Soladest525,c4f20350-bf60-11e7-160a-4eae505b5bdd,1a45ee03-2948-4201-8f64-ea711b45be4c
0a6db239-bc7e-43ac-9968-ad637fea1781,Sichteinlagen,GIROKONTO,-415.0,home_rent,,DAUERAUFTRAG,117.0,Fabienne Neureuther,Hanspeter Heinrich,"Svwz+Mietzahlung Fabienne Neureuther - Ludwig-Pfau Strasse 12, ",1a635a70-b759-11e6-119d-cb5b2db7a17f,41c4647c-3edb-449d-a893-067264d18caf
0a7a9306-b45c-44fc-8d68-5470219640da,Kontokorrent,GIROKONTO,-32.75,expenses_food,,Basislastschrift,106.0,Igor Stroh,Kaufland Dienstleistung Gmbh Co Kg,Eref+65957158827027884623395160 Mref+6126305 Debt+De89Zzz62514918066 Purp+Idcp Kartenzahlung Svwz+Kaufland //De 01.48.6204 Um 97:86:18 Christl 95679089/757804/Cicc/F Pin  84607877/7716482941/0/2162 Abwa+Kaufland ///De,42f70130-41a6-11e7-3d87-7844600a6211,d7dea7ca-ca79-4e43-9e2f-96c4f6120958
0a84126e-54d5-4995-a50b-caa91aa79d82,Kontokorrent,GIROKONTO,-1000.0,home_rent,,None,177.0,Klara Preiß,Tibor Strahlhuber,Kref+931690649628534 Svwz+Miete Isa Und Klara Preiß Preysingstrasse 65 Tan7:505733 Iban:  Bic: Rzstat9G237,cc2f9b60-b167-11e8-09da-10fbeb6d8bf5,0f8414d6-e504-4736-88ce-326b42a195c0
0ab0cf61-fece-4c39-b53c-b8f7ad49a768,Giro Classic,GIROKONTO,-55.98,bills_communication,,FOLGELASTSCHRIFT,105.0,Egon Jungfer,Unitymedia Bw Gmbh,Eref+7530436447209422 Mref+1829971640199536155 Cred+De82Zzz25535893547 Svwz+Unitymedia Bw Gmbh Kdnr.4044414243 Rgn 45777334477 0 7 27August 3351 Abwe+Kayalioglu Tevsik,dc497b40-6f0d-11e6-e2f9-7501cdfedb78,f5efdb84-1c07-4c01-bd2b-f769451db154
0acbcb76-a44a-48aa-9dc5-09e1bbaf3694,Kontokorrent,GIROKONTO,-72.88,bills_communication,,Basislastschrift,105.0,Zbigniew Scholl,Unitymedia Bw Gmbh,"Eref+0135602467927967 Mref+0890018780875015336 Cred+De87Zzz99725613302 Svwz+Unitymedia Bw Gmbh Kdnr.2635297784 Rgn 42484873248 2 0 39April 5886 Eref: 5892140448220906 Mref: 8560886399640093321 Cred: De32Zzz36785861963 Iban: De37733749197803348512 Bic: Pbnkdeffabwe: Seith, Andreas Abwe+Seith, Andreas",6ce6ecd0-4c09-11e8-c9d5-a1e6b10aff69,fd02d6bb-034c-4ee3-999b-4fa4b12645b5
0ad0eb9c-86e2-4886-a526-84f9726fb6fc,Sichteinlagen,GIROKONTO,-129.9,bills_communication,,FOLGELASTSCHRIFT,105.0,Hanna Gröttner,Telekom Deutschland Gmbh,Eref+0928395892037 406669589503 Mref+92546559852316893763976594712779161 Cred+De52Zzz71495444959 Svwz+Mobilfunk Kundenkonto 648911011430 9411983170453857/25.69.31,eae18a70-ce4e-11e7-385b-d78299d70830,5b4012e9-fe6c-446a-ac33-79e175765104
0ad5ab05-9753-44c4-bbd8-ef176516b329,Giro Kompakt,GIROKONTO,-53.45,bills_communication,,FOLGELASTSCHRIFT,105.0,Margarethe Heintze,Telekom Deutschland Gmbh,Eref+545969805 833415603886Mref+83639058399468113090241722822227837 Cred+De46Zzz38328403385 Svwz+Rech.Nr. 1342167531 492663 Vertragskonto 9773070659,e6d3b870-d2d9-11e6-12a6-a0248d7ff444,672fafde-1d43-429e-9daf-5183e7931af1
0ae89480-edd2-4a76-8533-59108b328631,Privat clever,GIROKONTO,-500.0,home_rent,,ONLINE-UEBERWEISUNG,177.0,Heide Rosenow,August Buchholz,"Svwz+Miete/ Datum 92.34.0334, 77.19 Uhr2.Tan 779881",51b0f880-1c1a-11e8-07cd-a7687211192a,97a98554-6296-4708-8bf4-f70df1028742
0b02ea74-0919-4d15-a554-de21eac47400,Sichteinlagen,GIROKONTO,-3000.0,financial_crossbooking,,ONLINE-UEBERWEISUNG,177.0,Ottilie Austermühle,Ottilie Austermühle,"Svwz+Bausparvertrag Datum 74.79.1856, 42.34 Uhr2.Tan 435993",f7bc4100-a896-11e7-a79a-1753b26ff6f9,aabab970-0aaf-4437-a8e3-786d6dd44710
